SiteCode,parameter,slope_per_year,p_value,r_value
JOTR_P_CON0215,temperature,-0.24625199362041456,0.3558371863110453,-0.4623970787302457
JOTR_P_CON0215,dissolved_oxygen,0.2192663476874003,0.41931044229704034,0.41012026012602926
JOTR_P_COT0294,conductivity,41.662679425837325,0.01898454013769528,0.8852848732685292
JOTR_P_COT0294,pH,-0.060701754385964896,0.03470584031380216,-0.8437682936777114
JOTR_P_COT0294,temperature,-0.05842503987240833,0.8604769140580275,-0.09328599077654251
JOTR_P_COT0294,dissolved_oxygen,-0.29334130781499207,0.40172590352291027,-0.42431428106791796
JOTR_P_COY0033,conductivity,-8.861111111111109,0.26300367095853505,-0.9158706121635153
JOTR_P_COY0033,pH,-0.0033333333333332624,0.9514476866688417,-0.07619188396483696
JOTR_P_COY0033,temperature,-1.0216666666666667,0.3846677132108282,-0.8229371695742556
JOTR_P_COY0033,dissolved_oxygen,0.5238888888888888,0.5494443275435641,0.6501115198693571
JOTR_P_EAS0160,conductivity,-2.3944444444444444,0.08280290272757321,-0.6471674698569416
JOTR_P_EAS0160,pH,-0.2752625570776256,0.02434888945476721,-0.8186006766202142
JOTR_P_EAS0160,temperature,0.8640476190476191,0.05886201382349345,0.6887856611511849
JOTR_P_EAS0160,dissolved_oxygen,-1.0584126984126985,0.014141751366338383,-0.8129962838873296
JOTR_P_QUE0109,conductivity,43.178431372549014,0.03034726367052197,0.9131000620255088
JOTR_P_QUE0109,pH,-0.18384615384615388,0.4812548737648543,-0.5187451262351456
JOTR_P_QUE0109,temperature,-0.24029411764705885,0.5647582800950823,-0.3490621425534023
JOTR_P_QUE0109,dissolved_oxygen,-0.12156862745098045,0.8033302744551033,-0.15508800736652867
JOTR_P_RAT0101,conductivity,4.344444444444439,0.7696186024325187,0.35403520286405304
JOTR_P_RAT0101,pH,0.040000000000000036,0.4981886044251495,0.7091158707561868
JOTR_P_RAT0101,temperature,-1.1649999999999998,0.2306960064025985,-0.9350570233551813
JOTR_P_RAT0101,dissolved_oxygen,0.5338888888888889,0.23601510163288258,0.9320625184484465
LAKE_P_BIG0045,conductivity,-10.71052631578947,0.39693212467436295,-0.8118401310145492
LAKE_P_BIG0045,pH,-0.036403508771929764,0.6236942646356823,-0.5572744442632808
LAKE_P_BIG0045,temperature,-0.9059649122807023,0.5986982780019074,-0.5894382519029936
LAKE_P_BIG0045,dissolved_oxygen,0.13087719298245612,0.6625565117455329,0.5055807877982713
LAKE_P_BUR0017,conductivity,39.35964912280699,0.5960081834830249,0.5928464682133485
LAKE_P_BUR0017,pH,-0.08447368421052627,0.36012984426046757,-0.844218621304136
LAKE_P_BUR0017,temperature,0.1254385964912284,0.8348069765004623,0.2565824350829025
LAKE_P_BUR0017,dissolved_oxygen,1.1310526315789473,0.45393098609286897,0.7563812969363695
LAKE_P_COR0023,conductivity,-66.70555555555555,0.5934093287216033,-0.20681524595215303
LAKE_P_COR0023,pH,0.0008888888888888206,0.9748359822893784,0.012353929410122172
LAKE_P_COR0023,temperature,-0.5300000000000002,0.058587382416539345,-0.649006623079508
LAKE_P_COR0023,dissolved_oxygen,0.30125265392781314,0.19011545553249695,0.5163984673897732
LAKE_P_DAW0052,conductivity,41.31578947368425,0.7653344230522219,0.3603208516536431
LAKE_P_DAW0052,pH,0.1027192982456141,0.5928848038422035,0.5967903507687806
LAKE_P_DAW0052,temperature,0.8357894736842099,0.35510573536530166,0.8484223126138969
LAKE_P_DAW0052,dissolved_oxygen,0.6433333333333332,0.5390214984746707,0.6624640243797705
LAKE_P_FER0090,conductivity,77.94047619047616,0.45064704264540245,0.7597454920106854
LAKE_P_FER0090,pH,0.16630952380952377,0.38369120198203793,0.8238076595278211
LAKE_P_FER0090,temperature,1.4185714285714282,0.07022611406462442,0.9939219174223302
LAKE_P_FER0090,dissolved_oxygen,0.7854761904761905,0.5290576586017486,0.6741065972794628
LAKE_P_GET0066,conductivity,1759.990476190476,0.2867682869118915,0.523238221130827
LAKE_P_GET0066,pH,-0.05671428571428603,0.6556725912621888,-0.23381230461840483
LAKE_P_GET0066,temperature,-0.00028571428571402585,0.9997287167564867,-0.00018085549764740525
LAKE_P_GET0066,dissolved_oxygen,0.533952380952381,0.6938840813540218,0.20703537619078793
LAKE_P_GRA0058,conductivity,6.883333333333334,0.041445539480229804,0.685709797949599
LAKE_P_GRA0058,pH,-0.027727777777777827,0.03761118803301286,-0.6952122005232222
LAKE_P_GRA0058,temperature,0.05783333333333314,0.8567232172044026,0.0706237098953323
LAKE_P_GRA0058,dissolved_oxygen,0.2305555555555556,0.43369450662301157,0.2994725546615132
LAKE_P_HOR0042,conductivity,40.05472636815919,0.24886299517251637,0.6358609130234678
LAKE_P_HOR0042,pH,-0.06661691542288531,0.09621195863889492,-0.8104321732408749
LAKE_P_HOR0042,temperature,0.15798507462686565,0.6630937074619786,0.26784348195705837
LAKE_P_HOR0042,dissolved_oxygen,-0.09547263681592033,0.827222994315672,-0.13612027499633636
LAKE_P_LAT0077,conductivity,64.2456140350877,0.4824838993729419,0.7262921881136841
LAKE_P_LAT0077,pH,0.12684210526315784,0.604933847320328,0.5814977251761414
LAKE_P_LAT0077,temperature,0.21087719298245675,0.8685091292766018,0.20507993429605187
LAKE_P_LAT0077,dissolved_oxygen,1.126578947368421,0.45649901843954693,0.7537364801691547
LAKE_P_LOS0009,conductivity,57.59649122807016,0.7835740892697236,0.3334503485885558
LAKE_P_LOS0009,pH,0.13403508771929834,0.5228812891057519,0.6812408536115485
LAKE_P_LOS0009,temperature,-1.908859649122807,0.4118072880061677,-0.7979769165637598
LAKE_P_LOS0009,dissolved_oxygen,1.1089298245614039,0.418380070896798,0.7917120428389287
LAKE_P_PAL0047,conductivity,120.54385964912288,0.6509391291368487,0.5212401984245858
LAKE_P_PAL0047,pH,0.14078947368421085,0.2518567468539385,0.922759481204109
LAKE_P_PAL0047,temperature,1.7863157894736834,0.5544876331868736,0.6440717354621549
LAKE_P_PAL0047,dissolved_oxygen,-0.6112280701754387,0.372579696106988,-0.8335757677007992
LAKE_P_ROG0088,pH,0.0007894736842104395,0.9878843443447252,0.019030078608340287
LAKE_P_ROG0088,temperature,-0.01578947368421062,0.9919518317693882,-0.01264169635303327
LAKE_P_SAL0019,conductivity,120.8157894736842,0.44653445584616347,0.7639300584084431
LAKE_P_SAL0019,pH,-0.02219298245614022,0.5642719486990728,-0.6322392550748324
LAKE_P_SAL0019,temperature,0.13421052631578906,0.47244255330266316,0.7370434740955011
LAKE_P_SAL0019,dissolved_oxygen,0.15719298245614033,0.4494153864050963,0.7610020388091274
LAKE_P_SAL0060,conductivity,360.2543859649122,0.4928845657490201,0.7149657104878986
LAKE_P_SAL0060,pH,-0.09763157894736833,0.16742281615951524,-0.9656177309209527
LAKE_P_SAL0060,temperature,-1.2096491228070174,0.3843154030726324,-0.8232514522521907
LAKE_P_SAL0060,dissolved_oxygen,-0.6611403508771927,0.015066014178738842,-0.9997199818173914
LAKE_P_SAN0046,conductivity,44.18421052631577,0.08465410627859632,0.9911719297019136
LAKE_P_SAN0046,pH,0.027719298245614348,0.7042136769072027,0.4480831793105048
LAKE_P_SAN0046,temperature,0.4605263157894734,0.6902421466016202,0.467593628679956
LAKE_P_SAN0046,dissolved_oxygen,-0.2202631578947368,0.5350809175974544,-0.6670880817080808
LAKE_P_SAU0022,conductivity,302.04298245614035,0.4047226662397826,0.8046343787768263
LAKE_P_SAU0022,pH,0.0641228070175436,0.5689388197731975,0.6265426849867576
LAKE_P_SAU0022,temperature,0.0798245614035088,0.4065197283736608,0.802955068546966
LAKE_P_SAU0022,dissolved_oxygen,0.5835964912280701,0.3664979684093758,0.8388148627242488
LAKE_P_SCI0039,pH,0.13219298245614017,0.19621915629287592,0.9528749651902249
LAKE_P_SCI0039,temperature,-0.2745614035087724,0.7631012463930027,-0.36359086490409387
LAKE_P_VAL0031,pH,-0.21105263157894735,0.3886853829254142,-0.8193353555586312
LAKE_P_VAL0031,temperature,-0.34552631578947385,0.7864981094502351,-0.3291166768489079
MOJA_P_BAR0005,pH,0.15777777777777757,0.4251718816702225,0.7851497524058185
MOJA_P_BAR0005,temperature,-1.3055555555555556,0.12806073144296115,-0.9798359962470778
MOJA_P_BLA0015,pH,-0.13999999999999982,0.12384821270093332,-0.9811366369624979
MOJA_P_BLA0015,temperature,-1.133333333333333,0.5456289483429901,-0.6546536707079771
MOJA_P_BLA0015,dissolved_oxygen,-1.0699999999999998,0.27501814223029253,-0.9081312425963289
MOJA_P_BLI0016,conductivity,65.5,0.14785775161338344,0.9731499656505038
MOJA_P_BLI0016,pH,-0.07277777777777776,0.2524281182381628,-0.9224132312047599
MOJA_P_BLI0016,temperature,0.4833333333333331,0.5614533122323584,0.6356633583816054
MOJA_P_BLI0016,dissolved_oxygen,0.11722222222222212,0.7244647339516013,0.4194231507446167
MOJA_P_BUR0025,conductivity,210.8888888888889,0.8631791329113124,0.21326703751741613
MOJA_P_BUR0025,pH,-0.10777777777777746,0.173653395489188,-0.96302724497783
MOJA_P_BUR0025,temperature,0.6166666666666667,0.3897318778298592,0.8183918171270462
MOJA_P_BUR0025,dissolved_oxygen,-0.09000000000000001,0.2339080492819212,-0.9332565252573828
MOJA_P_BUT0027,conductivity,40.46363636363637,0.11448532656442666,0.5307276380339021
MOJA_P_BUT0027,pH,0.008858585858585708,0.5936274097911951,0.19277606073207998
MOJA_P_BUT0027,temperature,-0.1623636363636365,0.5574088862221798,-0.21154246679810645
MOJA_P_BUT0027,dissolved_oxygen,0.3586767676767678,0.17063785386673647,0.4698372858307998
MOJA_P_CAS0043,conductivity,26.333333333333332,0.7748702096391218,0.34630832291185415
MOJA_P_CAS0043,temperature,0.033333333333333215,0.4877542916445993,0.7205766921228921
MOJA_P_CAS0043,dissolved_oxygen,0.07333333333333333,0.07757938423999583,0.9925840822994585
MOJA_P_COA0055,pH,-0.017431693989071306,0.3627502297109637,-0.8420052550009757
MOJA_P_COA0055,temperature,0.779617486338798,0.6082775885885663,0.5772166959319487
MOJA_P_COT0063,conductivity,1.7777777777777903,0.9756101078064167,0.03830218163245866
MOJA_P_COT0063,pH,-0.006666666666666672,0.9618034337525351,-0.05996303418986219
MOJA_P_COT0063,temperature,-0.6333333333333332,0.0770017742409019,-0.9926939660751819
MOJA_P_COT0063,dissolved_oxygen,-0.2316666666666666,0.8519232378277188,-0.23050675901904602
MOJA_P_DEE0087,conductivity,17.5,0.141160669223663,0.975517426908102
MOJA_P_DEE0087,temperature,-0.47333333333333333,0.3707953995954189,-0.8351207541699459
MOJA_P_DEE0087,dissolved_oxygen,0.6422222222222221,0.12430482383656277,0.9809977303684564
MOJA_P_DOV0090,conductivity,3.3102564102564114,0.5403941516604531,0.6608473208527466
MOJA_P_DOV0090,pH,0.009423076923076928,0.841129324843739,0.2469712890192658
MOJA_P_DOV0090,temperature,-0.042307692307692095,0.3578247500441366,-0.8461538461538436
MOJA_P_DOV0090,dissolved_oxygen,0.13782051282051289,0.2132109869430344,0.9444395548041645
MOJA_P_GOL0111,conductivity,22.611111111111104,0.20971177965830673,0.9462319107626663
MOJA_P_GOL0111,pH,-0.18333333333333357,0.5512979902181318,-0.6478963243218064
MOJA_P_GOL0111,temperature,-1.883333333333333,0.28767940624733274,-0.8996252635436883
MOJA_P_GOL0111,dissolved_oxygen,0.01555555555555547,0.9907401797263833,0.014544778797661927
MOJA_P_HAC0116,pH,0.47277777777777796,0.21476033092266394,0.943636836370659
MOJA_P_HAC0116,temperature,-1.2666666666666668,0.12414377196157024,-0.9810467818963954
MOJA_P_HAC0116,dissolved_oxygen,-0.22499999999999978,0.3726638533289532,-0.8335027358524042
MOJA_P_IND0126,conductivity,33.35374149659865,0.7885915617890848,0.21140843821091518
MOJA_P_IND0126,pH,-0.04496598639455799,0.7251834813283027,-0.27481651867169743
MOJA_P_IND0126,temperature,-0.8884353741496598,0.14724849266263879,-0.8527515073373612
MOJA_P_IND0126,dissolved_oxygen,0.946984126984127,0.32523494701558253,0.6747650529844175
MOJA_P_KES0130,temperature,0.2833333333333332,0.6223091542849517,0.5590796910507133
MOJA_P_KES0130,dissolved_oxygen,1.6316666666666666,0.07831905664245427,0.992442174844311
MOJA_P_LIV0136,pH,0.08500000000000026,0.7432250723460196,0.3924935320586696
MOJA_P_LIV0136,temperature,-1.1833333333333331,0.06021574548904203,-0.9955300148591898
MOJA_P_LIV0136,dissolved_oxygen,0.9483333333333333,0.037208072328651316,0.9982925009597629
MOJA_P_MAT0148,pH,-0.11000000000000003,0.09942528405141164,-0.987829161147262
MOJA_P_MAT0148,temperature,-0.7000000000000001,0.3200502276465123,-0.8762686682028846
MOJA_P_MAT0148,dissolved_oxygen,1.782222222222222,0.4456266588028784,0.7648494548040767
MOJA_P_SAC0173,conductivity,-131.98333333333332,0.21719092829088554,-0.456124533127405
MOJA_P_SAC0173,pH,-0.03288888888888885,0.2815986539115125,-0.3779196614991343
MOJA_P_SAC0173,temperature,1.0616565656565657,0.024491634265163473,0.6990207832183657
MOJA_P_SAC0173,dissolved_oxygen,0.8100404040404041,0.018226086725759275,0.722657478938364
MOJA_P_SHE0176,conductivity,14.055555555555562,0.2856785972769039,0.9009931896907908
MOJA_P_SHE0176,pH,-0.12555555555555578,0.4162927202131218,-0.7937107860425058
MOJA_P_SHE0176,temperature,-0.16666666666666666,0.5754087699806869,-0.618589574131742
MOJA_P_SHE0176,dissolved_oxygen,-0.8638888888888889,0.03471168979137973,-0.9985138807075796
MOJA_P_SIL0180,pH,-0.01833333333333309,0.033383239987585446,-0.9986254289035243
MOJA_P_SIL0180,temperature,-0.09999999999999994,0.593480271626339,-0.5960395606792704
MOJA_P_SIL0180,dissolved_oxygen,0.2233333333333332,0.4475159597144327,0.7629342657999125
MOJA_P_UNN0030,conductivity,7.5,0.5275574466973378,0.6758453353343744
MOJA_P_UNN0030,pH,-0.026666666666666543,0.3979725071604857,-0.8108848540793816
MOJA_P_UNN0030,temperature,-0.38333333333333347,0.42098781166942006,-0.7892030437536437
MOJA_P_UNN0030,dissolved_oxygen,-0.3627777777777777,0.6050530671380637,-0.5813453617989172
MOJA_P_VON0212,conductivity,-10.378333333333343,0.9140892489593763,-0.04223406893008649
MOJA_P_VON0212,pH,-0.07913131313131311,0.3060872356475528,-0.36054212333216445
MOJA_P_VON0212,temperature,-0.3257171717171718,0.5784717997570188,-0.2005748802907618
MOJA_P_VON0212,dissolved_oxygen,-0.5531919191919192,0.4161462876623474,-0.29011393301670446
MOJA_P_WIL0224,conductivity,7.441176470588234,0.7490077176043437,0.13551240935284045
MOJA_P_WIL0224,pH,-0.007983193277311016,0.8752140190561557,-0.06675053543736167
MOJA_P_WIL0224,temperature,0.3614565826330529,0.5211911143420003,0.26790805948917973
MOJA_P_WIL0224,dissolved_oxygen,0.5050280112044819,0.04498845200953262,0.7177436888536638
PARA_P_BLA0031,conductivity,-5.8888888888888955,0.1299295416004656,-0.9792452482695715
PARA_P_BLA0031,pH,-0.053333333333332934,0.2204630023750903,-0.9406341620035438
PARA_P_BLA0031,temperature,0.11833333333333347,0.5910153261407456,0.5991440687196361
PARA_P_BLA0031,dissolved_oxygen,0.08000000000000007,0.8669521839169629,0.20747298104498038
PARA_P_COY0069,conductivity,10.800630630630632,0.4474072626388408,0.291017343806642
PARA_P_COY0069,pH,-0.01641441441441448,0.30971334477048984,-0.3824446101972357
PARA_P_COY0069,temperature,-0.039954954954955026,0.7326383445919167,-0.13319429428178728
PARA_P_COY0069,dissolved_oxygen,0.12414414414414415,0.36969731354873336,0.34064253059143823
PARA_P_GRA0089,conductivity,-17.05555555555556,0.2258751752797346,-0.9377146347742942
PARA_P_GRA0089,pH,0.006666666666666821,0.800092234603564,0.30887920037456806
PARA_P_GRA0089,temperature,0.8411111111111111,0.22212613251438926,0.9397442336991699
PARA_P_GRA0089,dissolved_oxygen,0.3233333333333334,0.3130813631107864,0.8814904157409719
PARA_P_GRE0012,conductivity,14.932260726072606,0.05570081474134337,0.7429634465867361
PARA_P_GRE0012,pH,0.007549019607843194,0.9276170291605261,0.038642702910544266
PARA_P_GRE0012,temperature,-0.06176470588235306,0.9011976241061921,-0.05279260922643484
PARA_P_GRE0012,dissolved_oxygen,0.4155882352941176,0.16949023051778944,0.5374814107843126
PARA_P_IDE0203,conductivity,-3.1960784313725514,0.9749893175364501,-0.013340613399511552
PARA_P_IDE0203,pH,-0.06191176470588234,0.06550898092701106,-0.676358579304503
PARA_P_IDE0203,temperature,-0.3045098039215685,0.4293872202822237,-0.32686155272382195
PARA_P_IDE0203,dissolved_oxygen,-0.13034313725490201,0.7421965333970235,-0.13928619161114567
PARA_P_JUM0125,conductivity,-2.3212560386473435,0.6570661816987904,-0.20637104411588528
PARA_P_JUM0125,pH,-0.07409420289855063,0.12503875391606503,-0.6355444686418864
PARA_P_JUM0125,temperature,-0.21253623188405793,0.6675895369205888,-0.19976804859310487
PARA_P_JUM0125,dissolved_oxygen,0.1185144927536233,0.8313175170135165,0.0998593315649653
PARA_P_LIM0080,conductivity,-10.694444444444445,0.3263836799542275,-0.37045398300265153
PARA_P_LIM0080,pH,-0.04416666666666678,0.0805757635920468,-0.6108304531114077
PARA_P_LIM0080,temperature,-0.10166666666666639,0.7167333892499208,-0.1413820994363902
PARA_P_LIM0080,dissolved_oxygen,-0.35661111111111127,0.008794991229439489,-0.8054196195874845
PARA_P_LIN0020,conductivity,-1.331139419674455,0.8327540235410537,-0.08967748814847327
PARA_P_LIN0020,pH,-0.01809624911535738,0.6104362598264894,-0.21423190356513586
PARA_P_LIN0020,temperature,-0.10060155697098386,0.3886144622923031,-0.3546996933095546
PARA_P_LIN0020,dissolved_oxygen,0.045987261146496816,0.21878227975614256,0.48901866398313204
PARA_P_LIT0087,conductivity,-24.10714285714285,0.31539705696324166,-0.4463708677742774
PARA_P_LIT0087,pH,-0.019277777777777727,0.3958183707150603,-0.32347042566705425
PARA_P_LIT0087,temperature,0.07833333333333303,0.4534742122962987,0.2873126867545254
PARA_P_LIT0087,dissolved_oxygen,0.35464285714285704,0.2435582386826223,0.5087945429100049
PARA_P_LOW0152,conductivity,7.191652754590984,0.4444564817391985,0.316859535439756
PARA_P_LOW0152,pH,-0.0125585585585586,0.8274775450577772,-0.08520048044017317
PARA_P_LOW0152,temperature,-0.51990990990991,0.08981993123555397,-0.5967337146636643
PARA_P_LOW0152,dissolved_oxygen,0.07277027027027026,0.8157639065916705,0.0910636289105301
PARA_P_MUS0197,conductivity,135.7371794871795,0.5802248503567051,0.28779579847736425
PARA_P_MUS0197,pH,-0.045897435897436056,0.2502541131788658,-0.5576287909538477
